영상번호,장면명,갈래,단어,레벨,원래레벨,보정
S1-051,세밀 관찰대,생각하기,attention,레벨2,레벨1,O
S1-051,세밀 관찰대,생각하기,concentrate,레벨2,레벨1,O
S1-051,세밀 관찰대,생각하기,confuse,레벨2,레벨1,O
S1-051,세밀 관찰대,생각하기,detect,레벨2,레벨2,
S1-051,세밀 관찰대,생각하기,examine,레벨2,레벨2,
S1-051,세밀 관찰대,생각하기,inspect,레벨2,레벨2,
S1-051,세밀 관찰대,생각하기,notice,레벨2,레벨1,O
S1-052,사라진 물길 조사,생각하기,consider,레벨2,레벨1,O
S1-052,사라진 물길 조사,생각하기,determine,레벨2,레벨2,
S1-052,사라진 물길 조사,생각하기,investigate,레벨2,레벨2,
S1-052,사라진 물길 조사,생각하기,method,레벨2,레벨1,O
S1-052,사라진 물길 조사,생각하기,observe,레벨2,레벨2,
S1-052,사라진 물길 조사,생각하기,reason,레벨2,레벨1,O
S1-052,사라진 물길 조사,생각하기,solve,레벨2,레벨1,O
S1-052,사라진 물길 조사,생각하기,strategy,레벨2,레벨1,O
S1-053,서로 다른 해석,생각하기,attitude,레벨2,레벨1,O
S1-053,서로 다른 해석,생각하기,imagine,레벨2,레벨1,O
S1-053,서로 다른 해석,생각하기,opinion,레벨2,레벨1,O
S1-053,서로 다른 해석,생각하기,recognize,레벨2,레벨2,
S1-053,서로 다른 해석,생각하기,regard,레벨2,레벨2,
S1-053,서로 다른 해석,생각하기,remind,레벨2,레벨1,O
S1-053,서로 다른 해석,생각하기,tend,레벨2,레벨2,
S1-054,자료실의 분류벽,글과 기록,analysis,레벨2,레벨2,
S1-054,자료실의 분류벽,글과 기록,arrange,레벨2,레벨2,
S1-054,자료실의 분류벽,글과 기록,article,레벨2,레벨1,O
S1-054,자료실의 분류벽,글과 기록,catalog,레벨2,레벨2,
S1-054,자료실의 분류벽,글과 기록,chart,레벨2,레벨1,O
S1-054,자료실의 분류벽,글과 기록,graph,레벨2,레벨2,
S1-054,자료실의 분류벽,글과 기록,list,레벨1,레벨1,
S1-054,자료실의 분류벽,글과 기록,magazine,레벨2,레벨1,O
S1-054,자료실의 분류벽,글과 기록,topic,레벨2,레벨1,O
S1-054,자료실의 분류벽,글과 기록,clip,레벨2,레벨2,
S1-055,무대 원고 편집실,글과 기록,assess,레벨2,레벨2,
S1-055,무대 원고 편집실,글과 기록,comedy,레벨2,레벨2,
S1-055,무대 원고 편집실,글과 기록,drama,레벨2,레벨1,O
S1-055,무대 원고 편집실,글과 기록,edit,레벨2,레벨2,
S1-055,무대 원고 편집실,글과 기록,language,레벨2,레벨1,O
S1-055,무대 원고 편집실,글과 기록,poem,레벨2,레벨1,O
S1-055,무대 원고 편집실,글과 기록,scene,레벨2,레벨1,O
S1-055,무대 원고 편집실,글과 기록,spell,레벨1,레벨1,
S1-055,무대 원고 편집실,글과 기록,text,레벨2,레벨1,O
S1-055,무대 원고 편집실,글과 기록,transfer,레벨2,레벨2,
S1-056,여행기록 보존대,글과 기록,diary,레벨1,레벨1,
S1-056,여행기록 보존대,글과 기록,dictionary,레벨1,레벨1,
S1-056,여행기록 보존대,글과 기록,document,레벨2,레벨2,
S1-056,여행기록 보존대,글과 기록,envelope,레벨2,레벨1,O
S1-056,여행기록 보존대,글과 기록,essay,레벨2,레벨1,O
S1-056,여행기록 보존대,글과 기록,object,레벨2,레벨2,
S1-056,여행기록 보존대,글과 기록,photograph,레벨2,레벨1,O
S1-056,여행기록 보존대,글과 기록,record,레벨1,레벨1,
S1-056,여행기록 보존대,글과 기록,register,레벨2,레벨2,
S1-056,여행기록 보존대,글과 기록,photo,레벨2,레벨1,O
S1-057,도예 수업 평가,배움과 가르침,attend,레벨2,레벨2,
S1-057,도예 수업 평가,배움과 가르침,educate,레벨2,레벨2,
S1-057,도예 수업 평가,배움과 가르침,experiment,레벨2,레벨2,
S1-057,도예 수업 평가,배움과 가르침,grade,레벨2,레벨1,O
S1-057,도예 수업 평가,배움과 가르침,knowledge,레벨2,레벨1,O
S1-057,도예 수업 평가,배움과 가르침,practice,레벨1,레벨1,
S1-057,도예 수업 평가,배움과 가르침,research,레벨2,레벨1,O
S1-058,강물 측정 실습,배움과 가르침,experience,레벨2,레벨1,O
S1-058,강물 측정 실습,배움과 가르침,measure,레벨2,레벨2,
S1-058,강물 측정 실습,배움과 가르침,skill,레벨2,레벨1,O
S1-058,강물 측정 실습,배움과 가르침,subject,레벨2,레벨1,O
S1-058,강물 측정 실습,배움과 가르침,survey,레벨2,레벨1,O
S1-058,강물 측정 실습,배움과 가르침,technique,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,attach,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,bind,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,combine,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,connect,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,copy,레벨1,레벨1,
S1-059,현수교 조립대,만들고 고치기,establish,레벨2,레벨1,O
S1-059,현수교 조립대,만들고 고치기,found,레벨2,레벨2,
S1-059,현수교 조립대,만들고 고치기,link,레벨2,레벨2,
S1-060,깨진 자전거 수리,만들고 고치기,bend,레벨2,레벨1,O
S1-060,깨진 자전거 수리,만들고 고치기,block,레벨2,레벨1,O
S1-060,깨진 자전거 수리,만들고 고치기,burst,레벨2,레벨2,
S1-060,깨진 자전거 수리,만들고 고치기,crack,레벨2,레벨2,
S1-060,깨진 자전거 수리,만들고 고치기,damage,레벨2,레벨2,
S1-060,깨진 자전거 수리,만들고 고치기,repair,레벨2,레벨1,O
S1-060,깨진 자전거 수리,만들고 고치기,replace,레벨2,레벨1,O
S1-060,깨진 자전거 수리,만들고 고치기,snap,레벨2,레벨2,
S1-061,폭풍 뒤 온실 재건,만들고 고치기,crash,레벨2,레벨2,
S1-061,폭풍 뒤 온실 재건,만들고 고치기,create,레벨2,레벨1,O
S1-061,폭풍 뒤 온실 재건,만들고 고치기,decorate,레벨2,레벨2,
S1-061,폭풍 뒤 온실 재건,만들고 고치기,destroy,레벨2,레벨1,O
S1-061,폭풍 뒤 온실 재건,만들고 고치기,develop,레벨2,레벨1,O
S1-061,폭풍 뒤 온실 재건,만들고 고치기,invent,레벨2,레벨1,O
S1-061,폭풍 뒤 온실 재건,만들고 고치기,produce,레벨2,레벨1,O
S1-061,폭풍 뒤 온실 재건,만들고 고치기,smash,레벨2,레벨2,
S1-062,돛 제작 작업대,만들고 고치기,direct,레벨2,레벨1,O
S1-062,돛 제작 작업대,만들고 고치기,divide,레벨2,레벨1,O
S1-062,돛 제작 작업대,만들고 고치기,fold,레벨2,레벨2,
S1-062,돛 제작 작업대,만들고 고치기,remove,레벨2,레벨2,
S1-062,돛 제작 작업대,만들고 고치기,ruin,레벨2,레벨1,O
S1-062,돛 제작 작업대,만들고 고치기,sew,레벨2,레벨1,O
S1-062,돛 제작 작업대,만들고 고치기,spoil,레벨2,레벨2,
S1-062,돛 제작 작업대,만들고 고치기,stick,레벨1,레벨2,O
S1-063,산골 구호품 전달,주고받기,accept,레벨2,레벨1,O
S1-063,산골 구호품 전달,주고받기,allow,레벨2,레벨1,O
S1-063,산골 구호품 전달,주고받기,deliver,레벨2,레벨2,
S1-063,산골 구호품 전달,주고받기,deserve,레벨2,레벨2,
S1-063,산골 구호품 전달,주고받기,donate,레벨2,레벨2,
S1-063,산골 구호품 전달,주고받기,exchange,레벨2,레벨1,O
S1-063,산골 구호품 전달,주고받기,gift,레벨2,레벨1,O
S1-063,산골 구호품 전달,주고받기,lend,레벨2,레벨1,O
S1-064,공동우물의 물 배분,주고받기,contribute,레벨2,레벨2,
S1-064,공동우물의 물 배분,주고받기,offer,레벨2,레벨1,O
S1-064,공동우물의 물 배분,주고받기,provide,레벨2,레벨1,O
S1-064,공동우물의 물 배분,주고받기,receive,레벨2,레벨1,O
S1-064,공동우물의 물 배분,주고받기,refuse,레벨2,레벨2,
S1-064,공동우물의 물 배분,주고받기,reserve,레벨2,레벨2,
S1-064,공동우물의 물 배분,주고받기,share,레벨2,레벨1,O
S1-065,박물관 보관함의 주인,갖고 지니기,belong,레벨2,레벨1,O
S1-065,박물관 보관함의 주인,갖고 지니기,contain,레벨2,레벨2,
S1-065,박물관 보관함의 주인,갖고 지니기,gain,레벨2,레벨2,
S1-065,박물관 보관함의 주인,갖고 지니기,include,레벨2,레벨1,O
S1-065,박물관 보관함의 주인,갖고 지니기,lose,레벨1,레벨1,
S1-065,박물관 보관함의 주인,갖고 지니기,maintain,레벨2,레벨2,
S1-065,박물관 보관함의 주인,갖고 지니기,own,레벨2,레벨1,O
S1-065,박물관 보관함의 주인,갖고 지니기,possess,레벨2,레벨2,
S1-066,항구로 들어오는 배,가고 오기,advance,레벨2,레벨2,
S1-066,항구로 들어오는 배,가고 오기,appear,레벨2,레벨1,O
S1-066,항구로 들어오는 배,가고 오기,approach,레벨2,레벨2,
S1-066,항구로 들어오는 배,가고 오기,leave,레벨1,레벨1,
S1-066,항구로 들어오는 배,가고 오기,proceed,레벨2,레벨2,
S1-066,항구로 들어오는 배,가고 오기,progress,레벨2,레벨2,
S1-066,항구로 들어오는 배,가고 오기,reach,레벨2,레벨1,O
S1-066,항구로 들어오는 배,가고 오기,retire,레벨2,레벨1,O
S1-067,산악구조 임무 배정,고르고 정하기,aim,레벨2,레벨2,
S1-067,산악구조 임무 배정,고르고 정하기,appoint,레벨2,레벨2,
S1-067,산악구조 임무 배정,고르고 정하기,assign,레벨2,레벨2,
S1-067,산악구조 임무 배정,고르고 정하기,order,레벨2,레벨1,O
S1-067,산악구조 임무 배정,고르고 정하기,prepare,레벨2,레벨1,O
S1-067,산악구조 임무 배정,고르고 정하기,target,레벨2,레벨1,O
S1-068,정원 나무 선택,고르고 정하기,choice,레벨2,레벨1,O
S1-068,정원 나무 선택,고르고 정하기,prefer,레벨2,레벨1,O
S1-068,정원 나무 선택,고르고 정하기,schedule,레벨2,레벨1,O
S1-068,정원 나무 선택,고르고 정하기,select,레벨2,레벨2,
S1-068,정원 나무 선택,고르고 정하기,settle,레벨2,레벨2,
S1-069,산속 샘의 근원 추적,찾고 얻기,identity,레벨2,레벨2,
S1-069,산속 샘의 근원 추적,찾고 얻기,locate,레벨2,레벨2,
S1-069,산속 샘의 근원 추적,찾고 얻기,resource,레벨2,레벨2,
S1-069,산속 샘의 근원 추적,찾고 얻기,search,레벨2,레벨1,O
S1-069,산속 샘의 근원 추적,찾고 얻기,seek,레벨2,레벨1,O
S1-069,산속 샘의 근원 추적,찾고 얻기,source,레벨2,레벨1,O
S1-069,산속 샘의 근원 추적,찾고 얻기,trace,레벨2,레벨2,
S1-070,산악 응급치료소,돕고 섬기기,aid,레벨2,레벨2,
S1-070,산악 응급치료소,돕고 섬기기,assist,레벨2,레벨2,
S1-070,산악 응급치료소,돕고 섬기기,cure,레벨2,레벨2,
S1-070,산악 응급치료소,돕고 섬기기,recover,레벨2,레벨2,
S1-070,산악 응급치료소,돕고 섬기기,support,레벨2,레벨1,O
S1-070,산악 응급치료소,돕고 섬기기,treat,레벨2,레벨2,
S1-071,폭우 뒤 마을식당,돕고 섬기기,bless,레벨2,레벨2,
S1-071,폭우 뒤 마을식당,돕고 섬기기,favor,레벨2,레벨2,
S1-071,폭우 뒤 마을식당,돕고 섬기기,forgive,레벨2,레벨2,
S1-071,폭우 뒤 마을식당,돕고 섬기기,lead,레벨1,레벨1,
S1-071,폭우 뒤 마을식당,돕고 섬기기,serve,레벨2,레벨1,O
S1-071,폭우 뒤 마을식당,돕고 섬기기,alcohol,레벨2,레벨2,
S1-071,폭우 뒤 마을식당,돕고 섬기기,beer,레벨2,레벨1,O
S1-072,외줄 구조 연습,하고 다루기,apply,레벨2,레벨1,O
S1-072,외줄 구조 연습,하고 다루기,attempt,레벨2,레벨1,O
S1-072,외줄 구조 연습,하고 다루기,balance,레벨2,레벨2,
S1-072,외줄 구조 연습,하고 다루기,challenge,레벨2,레벨1,O
S1-072,외줄 구조 연습,하고 다루기,cope,레벨2,레벨2,
S1-072,외줄 구조 연습,하고 다루기,effort,레벨2,레벨1,O
S1-072,외줄 구조 연습,하고 다루기,repeat,레벨1,레벨1,
S1-072,외줄 구조 연습,하고 다루기,risk,레벨2,레벨2,
S1-073,제방 수문 관제,하고 다루기,dare,레벨2,레벨2,
S1-073,제방 수문 관제,하고 다루기,deal,레벨2,레벨1,O
S1-073,제방 수문 관제,하고 다루기,handle,레벨1,레벨1,
S1-073,제방 수문 관제,하고 다루기,manage,레벨2,레벨1,O
S1-073,제방 수문 관제,하고 다루기,operate,레벨2,레벨1,O
S1-073,제방 수문 관제,하고 다루기,perform,레벨2,레벨1,O
S1-073,제방 수문 관제,하고 다루기,process,레벨2,레벨2,
S1-073,제방 수문 관제,하고 다루기,quit,레벨2,레벨1,O
S1-073,제방 수문 관제,하고 다루기,react,레벨2,레벨2,
S1-074,도자기 형태 진열대,크기와 모양,blank,레벨1,레벨1,
S1-074,도자기 형태 진열대,크기와 모양,empty,레벨1,레벨1,
S1-074,도자기 형태 진열대,크기와 모양,flat,레벨2,레벨1,O
S1-074,도자기 형태 진열대,크기와 모양,pattern,레벨2,레벨2,
S1-074,도자기 형태 진열대,크기와 모양,plain,레벨2,레벨2,
S1-074,도자기 형태 진열대,크기와 모양,pure,레벨2,레벨2,
S1-074,도자기 형태 진열대,크기와 모양,smooth,레벨2,레벨1,O
S1-074,도자기 형태 진열대,크기와 모양,solid,레벨2,레벨2,
S1-075,팽창하는 관측 풍선,크기와 모양,broad,레벨2,레벨2,
S1-075,팽창하는 관측 풍선,크기와 모양,enormous,레벨2,레벨1,O
S1-075,팽창하는 관측 풍선,크기와 모양,expand,레벨2,레벨2,
S1-075,팽창하는 관측 풍선,크기와 모양,giant,레벨2,레벨2,
S1-075,팽창하는 관측 풍선,크기와 모양,huge,레벨2,레벨2,
S1-075,팽창하는 관측 풍선,크기와 모양,scale,레벨2,레벨1,O
S1-075,팽창하는 관측 풍선,크기와 모양,wide,레벨1,레벨1,
S1-075,팽창하는 관측 풍선,크기와 모양,yet,레벨1,레벨1,
S1-076,정원의 도형 수로,크기와 모양,figure,레벨2,레벨1,O
S1-076,정원의 도형 수로,크기와 모양,grand,레벨2,레벨2,
S1-076,정원의 도형 수로,크기와 모양,narrow,레벨2,레벨2,
S1-076,정원의 도형 수로,크기와 모양,neat,레벨2,레벨2,
S1-076,정원의 도형 수로,크기와 모양,round,레벨1,레벨1,
S1-076,정원의 도형 수로,크기와 모양,shape,레벨1,레벨1,
S1-076,정원의 도형 수로,크기와 모양,tiny,레벨2,레벨2,
S1-076,정원의 도형 수로,크기와 모양,triangle,레벨2,레벨2,
S1-077,재료 두께 시험대,크기와 모양,loose,레벨2,레벨1,O
S1-077,재료 두께 시험대,크기와 모양,rough,레벨2,레벨2,
S1-077,재료 두께 시험대,크기와 모양,sharp,레벨2,레벨2,
S1-077,재료 두께 시험대,크기와 모양,super,레벨2,레벨1,O
S1-077,재료 두께 시험대,크기와 모양,thick,레벨1,레벨1,
S1-077,재료 두께 시험대,크기와 모양,thin,레벨1,레벨1,
S1-077,재료 두께 시험대,크기와 모양,tight,레벨2,레벨1,O
S1-077,재료 두께 시험대,크기와 모양,volume,레벨2,레벨2,
S1-078,개량된 빗물 저장고,좋고 나쁨,advantage,레벨2,레벨1,O
S1-078,개량된 빗물 저장고,좋고 나쁨,benefit,레벨2,레벨2,
S1-078,개량된 빗물 저장고,좋고 나쁨,correct,레벨2,레벨1,O
S1-078,개량된 빗물 저장고,좋고 나쁨,fair,레벨1,레벨1,
S1-078,개량된 빗물 저장고,좋고 나쁨,fortunate,레벨2,레벨2,
S1-078,개량된 빗물 저장고,좋고 나쁨,improve,레벨2,레벨1,O
S1-078,개량된 빗물 저장고,좋고 나쁨,increase,레벨2,레벨1,O
S1-078,개량된 빗물 저장고,좋고 나쁨,necessary,레벨2,레벨1,O
S1-078,개량된 빗물 저장고,좋고 나쁨,practical,레벨2,레벨2,
S1-079,결함품 선별대,좋고 나쁨,capable,레벨2,레벨2,
S1-079,결함품 선별대,좋고 나쁨,ease,레벨2,레벨2,
S1-079,결함품 선별대,좋고 나쁨,fault,레벨2,레벨1,O
S1-079,결함품 선별대,좋고 나쁨,fortune,레벨2,레벨1,O
S1-079,결함품 선별대,좋고 나쁨,perfect,레벨2,레벨1,O
S1-079,결함품 선별대,좋고 나쁨,proper,레벨2,레벨1,O
S1-079,결함품 선별대,좋고 나쁨,quality,레벨2,레벨1,O
S1-079,결함품 선별대,좋고 나쁨,reduce,레벨2,레벨2,
S1-079,결함품 선별대,좋고 나쁨,terrible,레벨2,레벨1,O
S1-080,단순 도르래의 힘,쉽고 어려움,able,레벨2,레벨2,
S1-080,단순 도르래의 힘,쉽고 어려움,complex,레벨2,레벨2,
S1-080,단순 도르래의 힘,쉽고 어려움,complicate,레벨2,레벨2,
S1-080,단순 도르래의 힘,쉽고 어려움,simple,레벨2,레벨1,O
S1-080,단순 도르래의 힘,쉽고 어려움,still,레벨2,레벨1,O
S1-080,단순 도르래의 힘,쉽고 어려움,tough,레벨2,레벨2,
S1-081,새 환경의 식물,같고 다름,adapt,레벨2,레벨2,
S1-081,새 환경의 식물,같고 다름,adopt,레벨2,레벨2,
S1-081,새 환경의 식물,같고 다름,alter,레벨2,레벨2,
S1-081,새 환경의 식물,같고 다름,compare,레벨2,레벨1,O
S1-081,새 환경의 식물,같고 다름,familiar,레벨2,레벨1,O
S1-081,새 환경의 식물,같고 다름,match,레벨2,레벨1,O
S1-081,새 환경의 식물,같고 다름,similar,레벨2,레벨1,O
S1-081,새 환경의 식물,같고 다름,vary,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,category,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,definite,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,equal,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,odd,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,pair,레벨1,레벨1,
S1-082,광물 분류함,같고 다름,separate,레벨2,레벨1,O
S1-082,광물 분류함,같고 다름,sort,레벨2,레벨2,
S1-082,광물 분류함,같고 다름,specific,레벨2,레벨1,O
S1-083,흔들림 시험대,같고 다름,real,레벨1,레벨1,
S1-083,흔들림 시험대,같고 다름,regular,레벨2,레벨1,O
S1-083,흔들림 시험대,같고 다름,shift,레벨2,레벨2,
S1-083,흔들림 시험대,같고 다름,single,레벨2,레벨1,O
S1-083,흔들림 시험대,같고 다름,stable,레벨2,레벨2,
S1-083,흔들림 시험대,같고 다름,steady,레벨2,레벨2,
S1-083,흔들림 시험대,같고 다름,unit,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,amount,레벨2,레벨2,
S1-084,저수지 수량 결산,많고 적음,average,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,bit,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,complete,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,entire,레벨2,레벨2,
S1-084,저수지 수량 결산,많고 적음,maximum,레벨2,레벨2,
S1-084,저수지 수량 결산,많고 적음,range,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,sample,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,sum,레벨2,레벨1,O
S1-084,저수지 수량 결산,많고 적음,total,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,extra,레벨2,레벨1,O
S1-085,광석 선별의 양끝,많고 적음,intense,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,limit,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,major,레벨2,레벨1,O
S1-085,광석 선별의 양끝,많고 적음,mass,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,minor,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,prime,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,rare,레벨2,레벨2,
S1-085,광석 선별의 양끝,많고 적음,rate,레벨2,레벨1,O
S1-086,비상창고의 남은 몫,많고 적음,few,레벨1,레벨1,
S1-086,비상창고의 남은 몫,많고 적음,lot,레벨1,레벨1,
S1-086,비상창고의 남은 몫,많고 적음,none,레벨2,레벨2,
S1-086,비상창고의 남은 몫,많고 적음,piece,레벨1,레벨1,
S1-086,비상창고의 남은 몫,많고 적음,plenty,레벨2,레벨1,O
S1-086,비상창고의 남은 몫,많고 적음,quite,레벨2,레벨1,O
S1-086,비상창고의 남은 몫,많고 적음,several,레벨2,레벨1,O
S1-086,비상창고의 남은 몫,많고 적음,slight,레벨2,레벨2,
S1-086,비상창고의 남은 몫,많고 적음,spare,레벨2,레벨2,
S1-087,도시나무의 세월,시간과 때,annual,레벨2,레벨2,
S1-087,도시나무의 세월,시간과 때,calendar,레벨1,레벨1,
S1-087,도시나무의 세월,시간과 때,century,레벨2,레벨1,O
S1-087,도시나무의 세월,시간과 때,event,레벨2,레벨1,O
S1-087,도시나무의 세월,시간과 때,occasion,레벨2,레벨2,
S1-087,도시나무의 세월,시간과 때,once,레벨1,레벨1,
S1-087,도시나무의 세월,시간과 때,past,레벨2,레벨1,O
S1-087,도시나무의 세월,시간과 때,recent,레벨2,레벨1,O
S1-087,도시나무의 세월,시간과 때,term,레벨2,레벨2,
S1-088,출발 지연 관제판,시간과 때,constant,레벨2,레벨2,
S1-088,출발 지연 관제판,시간과 때,continue,레벨2,레벨1,O
S1-088,출발 지연 관제판,시간과 때,delay,레벨2,레벨1,O
S1-088,출발 지연 관제판,시간과 때,due,레벨2,레벨1,O
S1-088,출발 지연 관제판,시간과 때,forever,레벨2,레벨1,O
S1-088,출발 지연 관제판,시간과 때,immediate,레벨2,레벨2,
S1-088,출발 지연 관제판,시간과 때,instant,레벨2,레벨1,O
S1-088,출발 지연 관제판,시간과 때,minute,레벨1,레벨1,
S1-088,출발 지연 관제판,시간과 때,pause,레벨2,레벨2,
S1-089,기후자료의 변화,시간과 때,extend,레벨2,레벨2,
S1-089,기후자료의 변화,시간과 때,nowadays,레벨2,레벨1,O
S1-089,기후자료의 변화,시간과 때,period,레벨2,레벨1,O
S1-089,기후자료의 변화,시간과 때,previous,레벨2,레벨2,
S1-089,기후자료의 변화,시간과 때,rapid,레벨2,레벨2,
S1-089,기후자료의 변화,시간과 때,remain,레벨2,레벨1,O
S1-089,기후자료의 변화,시간과 때,series,레벨2,레벨2,
S1-089,기후자료의 변화,시간과 때,soon,레벨1,레벨1,
S1-089,기후자료의 변화,시간과 때,sudden,레벨2,레벨1,O
S1-090,천문 관측치 계산,수와 셈,absolute,레벨2,레벨2,
S1-090,천문 관측치 계산,수와 셈,billion,레벨2,레벨2,
S1-090,천문 관측치 계산,수와 셈,calculate,레벨2,레벨2,
S1-090,천문 관측치 계산,수와 셈,degree,레벨2,레벨1,O
S1-090,천문 관측치 계산,수와 셈,level,레벨2,레벨1,O
S1-090,천문 관측치 계산,수와 셈,thousand,레벨1,레벨1,
S1-090,천문 관측치 계산,수와 셈,zero,레벨1,레벨1,
S1-091,시장 곡물 분배,수와 셈,count,레벨1,레벨1,
S1-091,시장 곡물 분배,수와 셈,dozen,레벨2,레벨2,
S1-091,시장 곡물 분배,수와 셈,extreme,레벨2,레벨2,
S1-091,시장 곡물 분배,수와 셈,half,레벨1,레벨1,
S1-091,시장 곡물 분배,수와 셈,per,레벨2,레벨2,
S1-091,시장 곡물 분배,수와 셈,quarter,레벨2,레벨1,O
S1-091,시장 곡물 분배,수와 셈,stuff,레벨2,레벨1,O
S1-091,시장 곡물 분배,수와 셈,weigh,레벨2,레벨1,O
S1-092,협곡의 층별 야영지,자리와 방향,although,레벨2,레벨1,O
S1-092,협곡의 층별 야영지,자리와 방향,among,레벨1,레벨1,
S1-092,협곡의 층별 야영지,자리와 방향,apart,레벨2,레벨1,O
S1-092,협곡의 층별 야영지,자리와 방향,aside,레벨2,레벨2,
S1-092,협곡의 층별 야영지,자리와 방향,beneath,레벨2,레벨2,
S1-092,협곡의 층별 야영지,자리와 방향,beyond,레벨2,레벨1,O
S1-092,협곡의 층별 야영지,자리와 방향,upper,레벨2,레벨2,
S1-092,협곡의 층별 야영지,자리와 방향,within,레벨2,레벨1,O
S1-092,협곡의 층별 야영지,자리와 방향,without,레벨2,레벨1,O
S1-093,숲길의 진행 표지,자리와 방향,forth,레벨2,레벨2,
S1-093,숲길의 진행 표지,자리와 방향,forward,레벨2,레벨1,O
S1-093,숲길의 진행 표지,자리와 방향,internal,레벨2,레벨2,
S1-093,숲길의 진행 표지,자리와 방향,local,레벨2,레벨1,O
S1-093,숲길의 진행 표지,자리와 방향,straight,레벨1,레벨1,
S1-093,숲길의 진행 표지,자리와 방향,surround,레벨2,레벨2,
S1-093,숲길의 진행 표지,자리와 방향,through,레벨1,레벨1,
S1-093,숲길의 진행 표지,자리와 방향,toward,레벨2,레벨1,O
S1-094,밀물 전 바위길,자리와 방향,since,레벨2,레벨1,O
S1-094,밀물 전 바위길,자리와 방향,till,레벨1,레벨1,
S1-094,밀물 전 바위길,자리와 방향,unless,레벨2,레벨2,
S1-094,밀물 전 바위길,자리와 방향,until,레벨1,레벨1,
S1-094,밀물 전 바위길,자리와 방향,upon,레벨2,레벨1,O
S1-094,밀물 전 바위길,자리와 방향,vision,레벨2,레벨2,
S1-094,밀물 전 바위길,자리와 방향,whether,레벨2,레벨2,
S1-094,밀물 전 바위길,자리와 방향,while,레벨2,레벨1,O
S1-095,새벽의 수면관찰실,몸과 마음의 상태,alive,레벨2,레벨1,O
S1-095,새벽의 수면관찰실,몸과 마음의 상태,asleep,레벨2,레벨1,O
S1-095,새벽의 수면관찰실,몸과 마음의 상태,awake,레벨2,레벨1,O
S1-095,새벽의 수면관찰실,몸과 마음의 상태,aware,레벨2,레벨2,
S1-095,새벽의 수면관찰실,몸과 마음의 상태,self,레벨2,레벨1,O
S1-095,새벽의 수면관찰실,몸과 마음의 상태,soul,레벨2,레벨2,
S1-095,새벽의 수면관찰실,몸과 마음의 상태,spirit,레벨2,레벨2,
S1-096,해독 치료실,몸과 마음의 상태,drug,레벨2,레벨1,O
S1-096,해독 치료실,몸과 마음의 상태,faint,레벨2,레벨2,
S1-096,해독 치료실,몸과 마음의 상태,fever,레벨2,레벨1,O
S1-096,해독 치료실,몸과 마음의 상태,health,레벨2,레벨1,O
S1-096,해독 치료실,몸과 마음의 상태,medicine,레벨2,레벨1,O
S1-096,해독 치료실,몸과 마음의 상태,poison,레벨2,레벨2,
S1-096,해독 치료실,몸과 마음의 상태,rest,레벨1,레벨2,O
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,exhaust,레벨2,레벨2,
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,hurt,레벨1,레벨1,
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,injure,레벨2,레벨1,O
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,medical,레벨2,레벨1,O
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,mental,레벨2,레벨2,
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,pain,레벨2,레벨2,
S1-097,부상 뒤 재활 첫걸음,몸과 마음의 상태,patient,레벨2,레벨1,O
S1-098,임신부의 휴식 정원,몸과 마음의 상태,exist,레벨2,레벨1,O
S1-098,임신부의 휴식 정원,몸과 마음의 상태,ill,레벨1,레벨1,
S1-098,임신부의 휴식 정원,몸과 마음의 상태,mood,레벨2,레벨1,O
S1-098,임신부의 휴식 정원,몸과 마음의 상태,pregnant,레벨2,레벨2,
S1-098,임신부의 휴식 정원,몸과 마음의 상태,sense,레벨2,레벨1,O
S1-098,임신부의 휴식 정원,몸과 마음의 상태,suffer,레벨2,레벨2,
